"Comuna","Sub.Pacto","Partido","Votacion"
NA,NA,NA,NA
"LEBU","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",86
"LEBU","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",644
"LEBU","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",642
"LEBU","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",23
"LEBU","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1198
"LEBU","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",710
"LEBU","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",181
"LEBU","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",190
"LEBU","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",625
"LEBU","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",275
"LEBU","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",660
"LEBU","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",777
"LEBU","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1086
"LEBU",NA,"INDEPENDIENTE",215
"LEBU",NA,"RENOVACION NACIONAL ",78
"LEBU",NA,"UNION DEMOCRATA INDEPENDIENTE",1574
NA,NA,NA,NA
"LOS ALAMOS","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",103
"LOS ALAMOS","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",368
"LOS ALAMOS","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",689
"LOS ALAMOS","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",793
"LOS ALAMOS","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",263
"LOS ALAMOS","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",387
"LOS ALAMOS","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",965
"LOS ALAMOS","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1124
"LOS ALAMOS",NA,"INDEPENDIENTE",138
"LOS ALAMOS",NA,"RENOVACION NACIONAL ",2001
"LOS ALAMOS",NA,"UNION DEMOCRATA INDEPENDIENTE",2482
NA,NA,NA,NA
"LOS ANGELES","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",5964
"LOS ANGELES","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",988
"LOS ANGELES","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",760
"LOS ANGELES","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",778
"LOS ANGELES","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",342
"LOS ANGELES","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",470
"LOS ANGELES","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",936
"LOS ANGELES","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4757
"LOS ANGELES","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",629
"LOS ANGELES","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2535
"LOS ANGELES","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",447
"LOS ANGELES","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",514
"LOS ANGELES","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",2365
"LOS ANGELES","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",4216
"LOS ANGELES","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1798
"LOS ANGELES","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",938
"LOS ANGELES",NA,"INDEPENDIENTE",782
"LOS ANGELES",NA,"PARTIDO ECOLOGISTA VERDE ",571
"LOS ANGELES",NA,"RENOVACION NACIONAL ",5395
"LOS ANGELES",NA,"UNION DEMOCRATA INDEPENDIENTE",6314
NA,NA,NA,NA
"LOTA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",1806
"LOTA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",130
"LOTA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",267
"LOTA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",2538
"LOTA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3187
"LOTA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2667
"LOTA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",548
"LOTA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",83
"LOTA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",77
"LOTA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1030
"LOTA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2464
"LOTA",NA,"INDEPENDIENTE",1888
"LOTA",NA,"PARTIDO ECOLOGISTA VERDE ",333
"LOTA",NA,"RENOVACION NACIONAL ",1938
"LOTA",NA,"UNION DEMOCRATA INDEPENDIENTE",3847
NA,NA,NA,NA
"MULCHEN","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",840
"MULCHEN","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",119
"MULCHEN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",1391
"MULCHEN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1588
"MULCHEN","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",285
"MULCHEN","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",471
"MULCHEN","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2331
"MULCHEN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",643
"MULCHEN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",181
"MULCHEN",NA,"AMPLITUD",214
"MULCHEN",NA,"INDEPENDIENTE",633
"MULCHEN",NA,"RENOVACION NACIONAL ",1545
"MULCHEN",NA,"UNION DEMOCRATA INDEPENDIENTE",2016
NA,NA,NA,NA
"NACIMIENTO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",1332
"NACIMIENTO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",801
"NACIMIENTO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",142
"NACIMIENTO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",265
"NACIMIENTO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",829
"NACIMIENTO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",400
"NACIMIENTO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",423
"NACIMIENTO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2098
"NACIMIENTO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1176
"NACIMIENTO",NA,"INDEPENDIENTE",1930
"NACIMIENTO",NA,"RENOVACION NACIONAL ",420
"NACIMIENTO",NA,"UNION DEMOCRATA INDEPENDIENTE",1337
NA,NA,NA,NA
"NEGRETE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",650
"NEGRETE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",218
"NEGRETE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",62
"NEGRETE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",93
"NEGRETE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",528
"NEGRETE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",720
"NEGRETE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",920
"NEGRETE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",729
"NEGRETE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",236
"NEGRETE",NA,"INDEPENDIENTE",222
"NEGRETE",NA,"RENOVACION NACIONAL ",552
"NEGRETE",NA,"UNION DEMOCRATA INDEPENDIENTE",206
NA,NA,NA,NA
"NINHUE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",22
"NINHUE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",12
"NINHUE","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",659
"NINHUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",419
"NINHUE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",124
"NINHUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",20
"NINHUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",212
"NINHUE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",609
"NINHUE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",111
"NINHUE",NA,"INDEPENDIENTE",364
"NINHUE",NA,"RENOVACION NACIONAL ",1296
"NINHUE",NA,"UNION DEMOCRATA INDEPENDIENTE",385
NA,NA,NA,NA
"ÑIQUEN","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",261
"ÑIQUEN","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",17
"ÑIQUEN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",192
"ÑIQUEN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",688
"ÑIQUEN","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",322
"ÑIQUEN","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",696
"ÑIQUEN","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",335
"ÑIQUEN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",319
"ÑIQUEN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",248
"ÑIQUEN",NA,"INDEPENDIENTE",1024
"ÑIQUEN",NA,"RENOVACION NACIONAL ",1132
"ÑIQUEN",NA,"UNION DEMOCRATA INDEPENDIENTE",548
NA,NA,NA,NA
"PEMUCO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",58
"PEMUCO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",52
"PEMUCO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",675
"PEMUCO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",222
"PEMUCO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",52
"PEMUCO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",134
"PEMUCO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",127
"PEMUCO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",9
"PEMUCO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",153
"PEMUCO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",416
"PEMUCO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",442
"PEMUCO",NA,"INDEPENDIENTE",1259
"PEMUCO",NA,"RENOVACION NACIONAL ",573
"PEMUCO",NA,"UNION DEMOCRATA INDEPENDIENTE",752
NA,NA,NA,NA
"PENCO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",118
"PENCO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",742
"PENCO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",1190
"PENCO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1128
"PENCO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2499
"PENCO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",347
"PENCO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1250
"PENCO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",304
"PENCO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",455
"PENCO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1771
"PENCO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2973
"PENCO",NA,"INDEPENDIENTE",1592
"PENCO",NA,"PARTIDO ECOLOGISTA VERDE ",307
"PENCO",NA,"RENOVACION NACIONAL ",297
"PENCO",NA,"UNION DEMOCRATA INDEPENDIENTE",4213
NA,NA,NA,NA
"PINTO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",582
"PINTO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",597
"PINTO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",8
"PINTO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",63
"PINTO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",881
"PINTO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",488
"PINTO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",47
"PINTO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",180
"PINTO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",208
"PINTO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",265
"PINTO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",49
"PINTO",NA,"INDEPENDIENTE",163
"PINTO",NA,"RENOVACION NACIONAL ",635
"PINTO",NA,"UNION DEMOCRATA INDEPENDIENTE",1378
NA,NA,NA,NA
"PORTEZUELO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",132
"PORTEZUELO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",293
"PORTEZUELO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",29
"PORTEZUELO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",10
"PORTEZUELO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",81
"PORTEZUELO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",951
"PORTEZUELO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",123
"PORTEZUELO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",264
"PORTEZUELO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",455
"PORTEZUELO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",176
"PORTEZUELO",NA,"INDEPENDIENTE",435
"PORTEZUELO",NA,"RENOVACION NACIONAL ",213
"PORTEZUELO",NA,"UNION DEMOCRATA INDEPENDIENTE",795
NA,NA,NA,NA
"QUILACO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",57
"QUILACO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",314
"QUILACO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",52
"QUILACO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",170
"QUILACO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",444
"QUILACO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",110
"QUILACO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",509
"QUILACO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",42
"QUILACO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",323
"QUILACO",NA,"INDEPENDIENTE",113
"QUILACO",NA,"RENOVACION NACIONAL ",131
"QUILACO",NA,"UNION DEMOCRATA INDEPENDIENTE",216
NA,NA,NA,NA
"QUILLECO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",401
"QUILLECO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",558
"QUILLECO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",101
"QUILLECO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",408
"QUILLECO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",463
"QUILLECO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",243
"QUILLECO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1013
"QUILLECO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",368
"QUILLECO",NA,"INDEPENDIENTE",163
"QUILLECO",NA,"RENOVACION NACIONAL ",1118
"QUILLECO",NA,"UNION DEMOCRATA INDEPENDIENTE",36
NA,NA,NA,NA
"QUILLON","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",175
"QUILLON","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",488
"QUILLON","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",221
"QUILLON","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",202
"QUILLON","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",2008
"QUILLON","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",337
"QUILLON","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",267
"QUILLON","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",190
"QUILLON",NA,"INDEPENDIENTE",271
"QUILLON",NA,"RENOVACION NACIONAL ",2769
"QUILLON",NA,"UNION DEMOCRATA INDEPENDIENTE",478
NA,NA,NA,NA
"QUIRIHUE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",403
"QUIRIHUE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",54
"QUIRIHUE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",50
"QUIRIHUE","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",474
"QUIRIHUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",256
"QUIRIHUE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",230
"QUIRIHUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",308
"QUIRIHUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1906
"QUIRIHUE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",109
"QUIRIHUE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",941
"QUIRIHUE",NA,"INDEPENDIENTE",750
"QUIRIHUE",NA,"RENOVACION NACIONAL ",752
"QUIRIHUE",NA,"UNION DEMOCRATA INDEPENDIENTE",92
NA,NA,NA,NA
"RANQUIL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",407
"RANQUIL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",335
"RANQUIL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",13
"RANQUIL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",28
"RANQUIL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",768
"RANQUIL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",525
"RANQUIL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",29
"RANQUIL",NA,"RENOVACION NACIONAL ",571
"RANQUIL",NA,"UNION DEMOCRATA INDEPENDIENTE",816
NA,NA,NA,NA
"SAN CARLOS","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",324
"SAN CARLOS","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",177
"SAN CARLOS","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",148
"SAN CARLOS","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",700
"SAN CARLOS","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1888
"SAN CARLOS","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1101
"SAN CARLOS","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",551
"SAN CARLOS","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",224
"SAN CARLOS","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2527
"SAN CARLOS",NA,"AMPLITUD",2153
"SAN CARLOS",NA,"RENOVACION NACIONAL ",5832
"SAN CARLOS",NA,"UNION DEMOCRATA INDEPENDIENTE",2136
NA,NA,NA,NA
"SAN FABIAN","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",31
"SAN FABIAN","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",34
"SAN FABIAN","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",4
"SAN FABIAN","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",10
"SAN FABIAN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",196
"SAN FABIAN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",519
"SAN FABIAN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",16
"SAN FABIAN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",26
"SAN FABIAN",NA,"INDEPENDIENTE",928
"SAN FABIAN",NA,"RENOVACION NACIONAL ",614
"SAN FABIAN",NA,"UNION DEMOCRATA INDEPENDIENTE",471
NA,NA,NA,NA
"SAN IGNACIO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",72
"SAN IGNACIO","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",550
"SAN IGNACIO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",12
"SAN IGNACIO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",338
"SAN IGNACIO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",205
"SAN IGNACIO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",95
"SAN IGNACIO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",580
"SAN IGNACIO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",342
"SAN IGNACIO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",178
"SAN IGNACIO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1041
"SAN IGNACIO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",187
"SAN IGNACIO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",620
"SAN IGNACIO",NA,"INDEPENDIENTE",761
"SAN IGNACIO",NA,"RENOVACION NACIONAL ",58
"SAN IGNACIO",NA,"UNION DEMOCRATA INDEPENDIENTE",2432
NA,NA,NA,NA
"SAN NICOLAS","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",71
"SAN NICOLAS","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",57
"SAN NICOLAS","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",212
"SAN NICOLAS","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",30
"SAN NICOLAS","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",107
"SAN NICOLAS","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1439
"SAN NICOLAS","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",299
"SAN NICOLAS","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",306
"SAN NICOLAS","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",545
"SAN NICOLAS","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",328
"SAN NICOLAS","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",1051
"SAN NICOLAS",NA,"RENOVACION NACIONAL ",2037
NA,NA,NA,NA
"SAN PEDRO DE LA PAZ","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",1694
"SAN PEDRO DE LA PAZ","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",294
"SAN PEDRO DE LA PAZ","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",1078
"SAN PEDRO DE LA PAZ","SUBPACTO IC, MAS REGION E INDEPENDIENTES","MAS REGION ",669
"SAN PEDRO DE LA PAZ","SUBPACTO IGUALDAD PARA CHILE","INDEPENDIENTE",1595
"SAN PEDRO DE LA PAZ","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",1159
"SAN PEDRO DE LA PAZ","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",767
"SAN PEDRO DE LA PAZ","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1431
"SAN PEDRO DE LA PAZ","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",270
"SAN PEDRO DE LA PAZ","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1990
"SAN PEDRO DE LA PAZ","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",335
"SAN PEDRO DE LA PAZ","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",174
"SAN PEDRO DE LA PAZ","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",500
"SAN PEDRO DE LA PAZ","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",1013
"SAN PEDRO DE LA PAZ","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2332
"SAN PEDRO DE LA PAZ",NA,"INDEPENDIENTE",2230
